"id"	"name"	"danceability"	"energy"	"key"	"loudness"	"mode"	"speechiness"	"acousticness"	"instrumentalness"	"liveness"	"valence"	"tempo"	"type"	"uri"	"track_href"	"analysis_url"	"duration_ms"	"time_signature"	"popularity"
"56"	"1DJfcWfj5dSIzksFpnRr3S"	"Crazy In Love - Live"	0.562	0.967	9	-4.919	0	0.271	0.0496	7.37e-05	0.953	0.268	99.13	"audio_features"	"spotify:track:1DJfcWfj5dSIzksFpnRr3S"	"https://api.spotify.com/v1/tracks/1DJfcWfj5dSIzksFpnRr3S"	"https://api.spotify.com/v1/audio-analysis/1DJfcWfj5dSIzksFpnRr3S"	323733	4	52
"57"	"3ORyn13n4NOuo1Gx8jIPhO"	"Naughty Girl - Live"	0.591	0.79	6	-7.864	0	0.0956	0.0488	0.000922	0.417	0.245	99.946	"audio_features"	"spotify:track:3ORyn13n4NOuo1Gx8jIPhO"	"https://api.spotify.com/v1/tracks/3ORyn13n4NOuo1Gx8jIPhO"	"https://api.spotify.com/v1/audio-analysis/3ORyn13n4NOuo1Gx8jIPhO"	154027	4	46
"58"	"0FIKess6SMftejiZDw5XhA"	"Freakum Dress - Live"	0.429	0.967	7	-5.08	1	0.309	0.000279	0.00215	0.933	0.184	99.027	"audio_features"	"spotify:track:0FIKess6SMftejiZDw5XhA"	"https://api.spotify.com/v1/tracks/0FIKess6SMftejiZDw5XhA"	"https://api.spotify.com/v1/audio-analysis/0FIKess6SMftejiZDw5XhA"	190987	4	44
"59"	"7oLAYmZqSPChQxJLUTqG6D"	"Get Me Bodied - Live"	0.556	0.945	3	-5.756	1	0.52	0.141	0.000146	0.347	0.184	96.618	"audio_features"	"spotify:track:7oLAYmZqSPChQxJLUTqG6D"	"https://api.spotify.com/v1/tracks/7oLAYmZqSPChQxJLUTqG6D"	"https://api.spotify.com/v1/audio-analysis/7oLAYmZqSPChQxJLUTqG6D"	149627	4	47
"60"	"4p3yAhuwfXZFrHMbdax5tw"	"Smash Into You - Live"	0.524	0.691	1	-7.99	1	0.0332	0.0196	0.00668	0.939	0.208	94.982	"audio_features"	"spotify:track:4p3yAhuwfXZFrHMbdax5tw"	"https://api.spotify.com/v1/tracks/4p3yAhuwfXZFrHMbdax5tw"	"https://api.spotify.com/v1/audio-analysis/4p3yAhuwfXZFrHMbdax5tw"	231933	4	44
"61"	"2JZw2tZLsXWkcfiOsiJgPH"	"Ave Maria - Live"	0.275	0.449	0	-10.563	1	0.0335	0.613	4.25e-05	0.857	0.0784	104.838	"audio_features"	"spotify:track:2JZw2tZLsXWkcfiOsiJgPH"	"https://api.spotify.com/v1/tracks/2JZw2tZLsXWkcfiOsiJgPH"	"https://api.spotify.com/v1/audio-analysis/2JZw2tZLsXWkcfiOsiJgPH"	255440	3	42
"62"	"3EL1uxOAV1BFiWd9ZwKOVX"	"Broken-Hearted Girl - Live"	0.297	0.596	5	-7.308	1	0.21	0.537	5.85e-06	0.971	0.15	169.502	"audio_features"	"spotify:track:3EL1uxOAV1BFiWd9ZwKOVX"	"https://api.spotify.com/v1/tracks/3EL1uxOAV1BFiWd9ZwKOVX"	"https://api.spotify.com/v1/audio-analysis/3EL1uxOAV1BFiWd9ZwKOVX"	192480	4	45
"63"	"3IaTbEhNpnXtFNoIOUEmDr"	"If I Were A Boy / You Oughta Know - Live"	0.306	0.945	6	-5.32	1	0.424	0.0131	0.0272	0.892	0.157	100.105	"audio_features"	"spotify:track:3IaTbEhNpnXtFNoIOUEmDr"	"https://api.spotify.com/v1/tracks/3IaTbEhNpnXtFNoIOUEmDr"	"https://api.spotify.com/v1/audio-analysis/3IaTbEhNpnXtFNoIOUEmDr"	316773	4	47
"64"	"1szpCmZZQemziInTY8EXpH"	"Diva - Live"	0.601	0.939	11	-7.323	0	0.309	0.00252	0.00431	0.289	0.337	146.248	"audio_features"	"spotify:track:1szpCmZZQemziInTY8EXpH"	"https://api.spotify.com/v1/tracks/1szpCmZZQemziInTY8EXpH"	"https://api.spotify.com/v1/audio-analysis/1szpCmZZQemziInTY8EXpH"	179893	4	45
"65"	"76EPVr1eI3zM4S2HZ684Nw"	"Radio - Live"	0.509	0.739	1	-6.124	1	0.287	0.0577	1.69e-06	0.904	0.353	135.995	"audio_features"	"spotify:track:76EPVr1eI3zM4S2HZ684Nw"	"https://api.spotify.com/v1/tracks/76EPVr1eI3zM4S2HZ684Nw"	"https://api.spotify.com/v1/audio-analysis/76EPVr1eI3zM4S2HZ684Nw"	123600	4	41
"66"	"7psZtgEwG20HDigY0BLKOx"	"Ego (feat. Kanye West) - feat. Kanye West - Live"	0.476	0.844	1	-7.971	1	0.659	0.367	2.68e-06	0.867	0.603	83.132	"audio_features"	"spotify:track:7psZtgEwG20HDigY0BLKOx"	"https://api.spotify.com/v1/tracks/7psZtgEwG20HDigY0BLKOx"	"https://api.spotify.com/v1/audio-analysis/7psZtgEwG20HDigY0BLKOx"	114907	4	44
"67"	"7uo8Xea7OGqbnWmnhoduhL"	"Hello - Live"	0.426	0.903	6	-6.175	1	0.236	0.0547	2.4e-06	0.924	0.534	129.117	"audio_features"	"spotify:track:7uo8Xea7OGqbnWmnhoduhL"	"https://api.spotify.com/v1/tracks/7uo8Xea7OGqbnWmnhoduhL"	"https://api.spotify.com/v1/audio-analysis/7uo8Xea7OGqbnWmnhoduhL"	217467	4	44
"68"	"1souRQnZaUmfncdjgUsy1D"	"Baby Boy - Live"	0.473	0.84	1	-8.271	1	0.313	0.0307	0.0199	0.475	0.217	91.13	"audio_features"	"spotify:track:1souRQnZaUmfncdjgUsy1D"	"https://api.spotify.com/v1/tracks/1souRQnZaUmfncdjgUsy1D"	"https://api.spotify.com/v1/audio-analysis/1souRQnZaUmfncdjgUsy1D"	129613	4	44
"69"	"3oSIGp7CRv3nulpX1owHVR"	"You Don't Love Me, No No No - Live"	0.395	0.592	10	-10.841	1	0.0443	0.00778	0.0348	0.816	0.314	144.848	"audio_features"	"spotify:track:3oSIGp7CRv3nulpX1owHVR"	"https://api.spotify.com/v1/tracks/3oSIGp7CRv3nulpX1owHVR"	"https://api.spotify.com/v1/audio-analysis/3oSIGp7CRv3nulpX1owHVR"	108627	4	43
"70"	"6QNQwlvwsZSVx6ZfxLyYOi"	"Irreplaceable - Live"	0.304	0.921	11	-8.559	0	0.79	0.0346	2.38e-06	0.983	0.266	88.515	"audio_features"	"spotify:track:6QNQwlvwsZSVx6ZfxLyYOi"	"https://api.spotify.com/v1/tracks/6QNQwlvwsZSVx6ZfxLyYOi"	"https://api.spotify.com/v1/audio-analysis/6QNQwlvwsZSVx6ZfxLyYOi"	304107	4	47
"71"	"6chmIekFMDwd85b4NYhy46"	"Check On It - Live"	0.399	0.741	2	-8.987	1	0.484	0.235	0.0245	0.413	0.267	83.213	"audio_features"	"spotify:track:6chmIekFMDwd85b4NYhy46"	"https://api.spotify.com/v1/tracks/6chmIekFMDwd85b4NYhy46"	"https://api.spotify.com/v1/audio-analysis/6chmIekFMDwd85b4NYhy46"	128640	3	45
"72"	"0Ytf40sbSHd0LMcxm8Yjfm"	"Bootylicious - Live"	0.542	0.878	1	-8.096	1	0.297	0.0064	0	0.859	0.438	103.293	"audio_features"	"spotify:track:0Ytf40sbSHd0LMcxm8Yjfm"	"https://api.spotify.com/v1/tracks/0Ytf40sbSHd0LMcxm8Yjfm"	"https://api.spotify.com/v1/audio-analysis/0Ytf40sbSHd0LMcxm8Yjfm"	50773	4	43
"73"	"3AEhT2SoXzXpP2UpeyAyb5"	"Upgrade U - Live"	0.565	0.807	7	-7.988	1	0.293	0.00102	0.21	0.971	0.334	84.937	"audio_features"	"spotify:track:3AEhT2SoXzXpP2UpeyAyb5"	"https://api.spotify.com/v1/tracks/3AEhT2SoXzXpP2UpeyAyb5"	"https://api.spotify.com/v1/audio-analysis/3AEhT2SoXzXpP2UpeyAyb5"	135867	4	45
"74"	"4dLxRtTl1VVcB7qq1iHzVG"	"Say My Name - Live"	0.503	0.871	8	-6.659	1	0.404	0.306	0	0.823	0.448	137.164	"audio_features"	"spotify:track:4dLxRtTl1VVcB7qq1iHzVG"	"https://api.spotify.com/v1/tracks/4dLxRtTl1VVcB7qq1iHzVG"	"https://api.spotify.com/v1/audio-analysis/4dLxRtTl1VVcB7qq1iHzVG"	139893	4	46
"75"	"41N6nyybHwTKKES7engoiR"	"At Last - Live"	0.143	0.315	2	-12.587	0	0.0368	0.306	0.00888	0.916	0.255	75.195	"audio_features"	"spotify:track:41N6nyybHwTKKES7engoiR"	"https://api.spotify.com/v1/tracks/41N6nyybHwTKKES7engoiR"	"https://api.spotify.com/v1/audio-analysis/41N6nyybHwTKKES7engoiR"	179960	3	41
"76"	"4OuVVcw3PV6tg0f7N6bARL"	"Listen (From the Motion Picture \"Dreamgirls\") - Live"	0.358	0.641	9	-8.823	1	0.0752	0.193	4.55e-05	0.763	0.171	124.061	"audio_features"	"spotify:track:4OuVVcw3PV6tg0f7N6bARL"	"https://api.spotify.com/v1/tracks/4OuVVcw3PV6tg0f7N6bARL"	"https://api.spotify.com/v1/audio-analysis/4OuVVcw3PV6tg0f7N6bARL"	202160	4	44
"77"	"0656Ba4hb119dMJkx7zJ3N"	"Single Ladies (Put a Ring on It) - Live"	0.628	0.894	11	-5.448	0	0.137	0.018	3.52e-05	0.922	0.198	97.083	"audio_features"	"spotify:track:0656Ba4hb119dMJkx7zJ3N"	"https://api.spotify.com/v1/tracks/0656Ba4hb119dMJkx7zJ3N"	"https://api.spotify.com/v1/audio-analysis/0656Ba4hb119dMJkx7zJ3N"	262920	4	46
"78"	"2laS6W8SYTUbBJsq6HbYNE"	"Halo - Live"	0.261	0.913	1	-5.795	1	0.433	0.0352	0.000241	0.863	0.217	143.024	"audio_features"	"spotify:track:2laS6W8SYTUbBJsq6HbYNE"	"https://api.spotify.com/v1/tracks/2laS6W8SYTUbBJsq6HbYNE"	"https://api.spotify.com/v1/audio-analysis/2laS6W8SYTUbBJsq6HbYNE"	391893	4	46
"79"	"5w18AsEMHsvH5ECzYm5lhI"	"Outro - Live"	0.326	0.975	10	-5.784	0	0.233	0.000703	0.051	0.815	0.22	155.075	"audio_features"	"spotify:track:5w18AsEMHsvH5ECzYm5lhI"	"https://api.spotify.com/v1/tracks/5w18AsEMHsvH5ECzYm5lhI"	"https://api.spotify.com/v1/audio-analysis/5w18AsEMHsvH5ECzYm5lhI"	118653	4	37
"80"	"3F0kKIk7COCKuI1GF8FORH"	"If I Were a Boy - Maurice Joshua Mojo UK Remix - Main"	0.712	0.828	1	-7.108	1	0.0418	0.00323	0.115	0.0264	0.885	125.999	"audio_features"	"spotify:track:3F0kKIk7COCKuI1GF8FORH"	"https://api.spotify.com/v1/tracks/3F0kKIk7COCKuI1GF8FORH"	"https://api.spotify.com/v1/audio-analysis/3F0kKIk7COCKuI1GF8FORH"	387080	4	27
"81"	"5JBO0K69Vk2a15zEGhz1vg"	"Single Ladies (Put a Ring on It) - DJ Escape & Tony Coluccio Remix - Club Version"	0.796	0.92	6	-5.638	0	0.0873	0.00241	0.923	0.0243	0.783	128.005	"audio_features"	"spotify:track:5JBO0K69Vk2a15zEGhz1vg"	"https://api.spotify.com/v1/tracks/5JBO0K69Vk2a15zEGhz1vg"	"https://api.spotify.com/v1/audio-analysis/5JBO0K69Vk2a15zEGhz1vg"	413827	4	31
"82"	"7rrgYBKsqrluXOfaGhZfEF"	"Diva - Karmatronic Club Remix"	0.846	0.629	8	-7.355	0	0.0658	0.00327	0.00223	0.0655	0.622	131.997	"audio_features"	"spotify:track:7rrgYBKsqrluXOfaGhZfEF"	"https://api.spotify.com/v1/tracks/7rrgYBKsqrluXOfaGhZfEF"	"https://api.spotify.com/v1/audio-analysis/7rrgYBKsqrluXOfaGhZfEF"	305947	4	32
"83"	"06oGczLASkQq5PFVhn7v2V"	"Halo - Dave Audé Club Remix"	0.802	0.702	11	-6.601	0	0.0616	0.0147	0.653	0.0162	0.851	128.008	"audio_features"	"spotify:track:06oGczLASkQq5PFVhn7v2V"	"https://api.spotify.com/v1/tracks/06oGczLASkQq5PFVhn7v2V"	"https://api.spotify.com/v1/audio-analysis/06oGczLASkQq5PFVhn7v2V"	533293	4	28
"84"	"1gt62xikWxR5hZoQ9rhWhD"	"Broken-Hearted Girl - Catalyst Remix"	0.372	0.751	0	-6.694	1	0.257	0.0846	8.02e-06	0.122	0.0813	168.247	"audio_features"	"spotify:track:1gt62xikWxR5hZoQ9rhWhD"	"https://api.spotify.com/v1/tracks/1gt62xikWxR5hZoQ9rhWhD"	"https://api.spotify.com/v1/audio-analysis/1gt62xikWxR5hZoQ9rhWhD"	285640	4	23
"85"	"0VCZ8tS4za4kEwJHbMNVnY"	"Ego - OK DAC Club Remix"	0.846	0.683	10	-6.148	0	0.0654	0.0452	1.74e-05	0.0583	0.613	122.988	"audio_features"	"spotify:track:0VCZ8tS4za4kEwJHbMNVnY"	"https://api.spotify.com/v1/tracks/0VCZ8tS4za4kEwJHbMNVnY"	"https://api.spotify.com/v1/audio-analysis/0VCZ8tS4za4kEwJHbMNVnY"	387320	4	26
"86"	"5Dsf6dRMYhyq3JxHzjDUGb"	"Sweet Dreams - Harlan Pepper & AG III Remix"	0.772	0.863	11	-6.35	1	0.0423	0.00202	0.487	0.331	0.774	126.995	"audio_features"	"spotify:track:5Dsf6dRMYhyq3JxHzjDUGb"	"https://api.spotify.com/v1/tracks/5Dsf6dRMYhyq3JxHzjDUGb"	"https://api.spotify.com/v1/audio-analysis/5Dsf6dRMYhyq3JxHzjDUGb"	401960	4	32
"87"	"1tta4aktfa50BLaCttgl1T"	"Ego - Remix"	0.574	0.421	1	-5.443	1	0.174	0.0989	0	0.0568	0.341	78.781	"audio_features"	"spotify:track:1tta4aktfa50BLaCttgl1T"	"https://api.spotify.com/v1/tracks/1tta4aktfa50BLaCttgl1T"	"https://api.spotify.com/v1/audio-analysis/1tta4aktfa50BLaCttgl1T"	283933	4	44
"88"	"26NX1wPt1TRCH536yocd6i"	"If I Were a Boy"	0.632	0.518	6	-6.126	1	0.0313	0.107	0	0.354	0.427	90.007	"audio_features"	"spotify:track:26NX1wPt1TRCH536yocd6i"	"https://api.spotify.com/v1/tracks/26NX1wPt1TRCH536yocd6i"	"https://api.spotify.com/v1/audio-analysis/26NX1wPt1TRCH536yocd6i"	249147	4	70
"89"	"3ERa3mEeOnrh2Mc47qM6T1"	"Halo"	0.508	0.72	11	-5.908	0	0.0628	0.272	0	0.0563	0.472	79.983	"audio_features"	"spotify:track:3ERa3mEeOnrh2Mc47qM6T1"	"https://api.spotify.com/v1/tracks/3ERa3mEeOnrh2Mc47qM6T1"	"https://api.spotify.com/v1/audio-analysis/3ERa3mEeOnrh2Mc47qM6T1"	261640	4	64
"90"	"03LDjOt38LwvM9choMGGWU"	"Disappear"	0.492	0.348	5	-10.676	1	0.0301	0.128	0	0.326	0.206	78.412	"audio_features"	"spotify:track:03LDjOt38LwvM9choMGGWU"	"https://api.spotify.com/v1/tracks/03LDjOt38LwvM9choMGGWU"	"https://api.spotify.com/v1/audio-analysis/03LDjOt38LwvM9choMGGWU"	267453	4	49
"91"	"31acMiV67UgKn1ScFChFxo"	"Broken-Hearted Girl"	0.336	0.424	5	-7.203	1	0.0353	0.503	0	0.273	0.159	82.149	"audio_features"	"spotify:track:31acMiV67UgKn1ScFChFxo"	"https://api.spotify.com/v1/tracks/31acMiV67UgKn1ScFChFxo"	"https://api.spotify.com/v1/audio-analysis/31acMiV67UgKn1ScFChFxo"	277627	4	64
"92"	"1j9HwUMSkRUeVFRWlHcFsy"	"Ave Maria"	0.35	0.403	0	-9.57	1	0.0279	0.786	0	0.12	0.201	104.957	"audio_features"	"spotify:track:1j9HwUMSkRUeVFRWlHcFsy"	"https://api.spotify.com/v1/tracks/1j9HwUMSkRUeVFRWlHcFsy"	"https://api.spotify.com/v1/audio-analysis/1j9HwUMSkRUeVFRWlHcFsy"	221653	3	53
"93"	"3vi85V6MSvFs0j720UxoAF"	"Smash Into You"	0.572	0.429	1	-8.974	1	0.0271	0.192	0	0.263	0.103	95.068	"audio_features"	"spotify:track:3vi85V6MSvFs0j720UxoAF"	"https://api.spotify.com/v1/tracks/3vi85V6MSvFs0j720UxoAF"	"https://api.spotify.com/v1/audio-analysis/3vi85V6MSvFs0j720UxoAF"	271613	4	51
"94"	"2UBZCxvghc6M635BEKjHZe"	"Satellites"	0.384	0.153	7	-14.55	1	0.0324	0.729	0	0.116	0.282	109.859	"audio_features"	"spotify:track:2UBZCxvghc6M635BEKjHZe"	"https://api.spotify.com/v1/tracks/2UBZCxvghc6M635BEKjHZe"	"https://api.spotify.com/v1/audio-analysis/2UBZCxvghc6M635BEKjHZe"	186827	4	43
"95"	"22yMWV37oR5GTuP6XMummO"	"That's Why You're Beautiful"	0.549	0.628	2	-7.45	1	0.0309	0.00908	2.06e-05	0.128	0.102	115.036	"audio_features"	"spotify:track:22yMWV37oR5GTuP6XMummO"	"https://api.spotify.com/v1/tracks/22yMWV37oR5GTuP6XMummO"	"https://api.spotify.com/v1/audio-analysis/22yMWV37oR5GTuP6XMummO"	221467	4	42
"96"	"2ZBNclC5wm4GtiWaeh0DMx"	"Single Ladies (Put a Ring on It)"	0.426	0.584	1	-5.293	1	0.296	0.0383	0	0.188	0.272	193.437	"audio_features"	"spotify:track:2ZBNclC5wm4GtiWaeh0DMx"	"https://api.spotify.com/v1/tracks/2ZBNclC5wm4GtiWaeh0DMx"	"https://api.spotify.com/v1/audio-analysis/2ZBNclC5wm4GtiWaeh0DMx"	193213	4	63
"97"	"1l0LovwzqV3leLDHOz7zJ6"	"Radio"	0.605	0.763	1	-5.949	1	0.0775	0.129	2.41e-06	0.0839	0.553	135.771	"audio_features"	"spotify:track:1l0LovwzqV3leLDHOz7zJ6"	"https://api.spotify.com/v1/tracks/1l0LovwzqV3leLDHOz7zJ6"	"https://api.spotify.com/v1/audio-analysis/1l0LovwzqV3leLDHOz7zJ6"	218787	4	46
"98"	"5Ssv6DaKrW0HczVqx6zXdl"	"Diva"	0.875	0.551	6	-6.744	0	0.317	0.0488	0.00728	0.0537	0.861	146.092	"audio_features"	"spotify:track:5Ssv6DaKrW0HczVqx6zXdl"	"https://api.spotify.com/v1/tracks/5Ssv6DaKrW0HczVqx6zXdl"	"https://api.spotify.com/v1/audio-analysis/5Ssv6DaKrW0HczVqx6zXdl"	200613	4	63
"99"	"1FKxKGONukVFXWVJxAKmlz"	"Sweet Dreams"	0.694	0.825	1	-5.986	1	0.111	0.0895	1.86e-05	0.0618	0.788	121.949	"audio_features"	"spotify:track:1FKxKGONukVFXWVJxAKmlz"	"https://api.spotify.com/v1/tracks/1FKxKGONukVFXWVJxAKmlz"	"https://api.spotify.com/v1/audio-analysis/1FKxKGONukVFXWVJxAKmlz"	208067	4	63
"100"	"53hNzjDClsnsdYpLIwqXvn"	"Video Phone"	0.479	0.763	8	-8.954	1	0.178	0.00242	0.0353	0.383	0.608	84.769	"audio_features"	"spotify:track:53hNzjDClsnsdYpLIwqXvn"	"https://api.spotify.com/v1/tracks/53hNzjDClsnsdYpLIwqXvn"	"https://api.spotify.com/v1/audio-analysis/53hNzjDClsnsdYpLIwqXvn"	215440	4	52
"101"	"3ID5lLzkh4uM8XPUuB2VKq"	"Hello"	0.33	0.769	6	-5.755	1	0.17	0.206	1.54e-06	0.143	0.416	97.515	"audio_features"	"spotify:track:3ID5lLzkh4uM8XPUuB2VKq"	"https://api.spotify.com/v1/tracks/3ID5lLzkh4uM8XPUuB2VKq"	"https://api.spotify.com/v1/audio-analysis/3ID5lLzkh4uM8XPUuB2VKq"	256533	3	50
"102"	"6GcuA4J9ruyClBizBd4m5E"	"Ego"	0.623	0.389	1	-7.816	1	0.241	0.155	0	0.163	0.489	79.454	"audio_features"	"spotify:track:6GcuA4J9ruyClBizBd4m5E"	"https://api.spotify.com/v1/tracks/6GcuA4J9ruyClBizBd4m5E"	"https://api.spotify.com/v1/audio-analysis/6GcuA4J9ruyClBizBd4m5E"	236360	4	59
"103"	"5m3MMqREtffhno6KLdpnDI"	"Scared of Lonely"	0.534	0.575	1	-6.706	1	0.0519	0.0546	0	0.131	0.205	86.961	"audio_features"	"spotify:track:5m3MMqREtffhno6KLdpnDI"	"https://api.spotify.com/v1/tracks/5m3MMqREtffhno6KLdpnDI"	"https://api.spotify.com/v1/audio-analysis/5m3MMqREtffhno6KLdpnDI"	222920	4	49
"104"	"2jppsxdHlNHz9eK0QyYlTq"	"If I Were a Boy"	0.632	0.518	6	-6.126	1	0.0313	0.107	0	0.354	0.427	90.007	"audio_features"	"spotify:track:2jppsxdHlNHz9eK0QyYlTq"	"https://api.spotify.com/v1/tracks/2jppsxdHlNHz9eK0QyYlTq"	"https://api.spotify.com/v1/audio-analysis/2jppsxdHlNHz9eK0QyYlTq"	249147	4	67
"105"	"4JehYebiI9JE8sR8MisGVb"	"Halo"	0.508	0.72	11	-5.908	0	0.0628	0.272	0	0.0563	0.472	79.983	"audio_features"	"spotify:track:4JehYebiI9JE8sR8MisGVb"	"https://api.spotify.com/v1/tracks/4JehYebiI9JE8sR8MisGVb"	"https://api.spotify.com/v1/audio-analysis/4JehYebiI9JE8sR8MisGVb"	261640	4	80
"106"	"0etbeacNEukXXNPOlXzZmu"	"Disappear"	0.492	0.348	5	-10.676	1	0.0301	0.128	0	0.326	0.206	78.412	"audio_features"	"spotify:track:0etbeacNEukXXNPOlXzZmu"	"https://api.spotify.com/v1/tracks/0etbeacNEukXXNPOlXzZmu"	"https://api.spotify.com/v1/audio-analysis/0etbeacNEukXXNPOlXzZmu"	267453	4	42
"107"	"2doPWT8oXQp4eHAQ3uqL0k"	"Broken-Hearted Girl"	0.336	0.424	5	-7.203	1	0.0353	0.503	0	0.273	0.159	82.149	"audio_features"	"spotify:track:2doPWT8oXQp4eHAQ3uqL0k"	"https://api.spotify.com/v1/tracks/2doPWT8oXQp4eHAQ3uqL0k"	"https://api.spotify.com/v1/audio-analysis/2doPWT8oXQp4eHAQ3uqL0k"	277627	4	42
"108"	"3Ya6w5IL4lBLeQEsWmTuQi"	"Ave Maria"	0.35	0.403	0	-9.57	1	0.0279	0.786	0	0.114	0.201	104.957	"audio_features"	"spotify:track:3Ya6w5IL4lBLeQEsWmTuQi"	"https://api.spotify.com/v1/tracks/3Ya6w5IL4lBLeQEsWmTuQi"	"https://api.spotify.com/v1/audio-analysis/3Ya6w5IL4lBLeQEsWmTuQi"	222160	3	39
"109"	"1bGgq4kd7w6mt8UPgiMxJM"	"Satellites"	0.204	0.15	7	-14.558	1	0.0349	0.719	0	0.105	0.279	64.639	"audio_features"	"spotify:track:1bGgq4kd7w6mt8UPgiMxJM"	"https://api.spotify.com/v1/tracks/1bGgq4kd7w6mt8UPgiMxJM"	"https://api.spotify.com/v1/audio-analysis/1bGgq4kd7w6mt8UPgiMxJM"	187027	4	34
"110"	"5R9a4t5t5O0IsznsrKPVro"	"Single Ladies (Put a Ring on It)"	0.426	0.584	1	-5.293	1	0.296	0.0383	0	0.188	0.272	193.437	"audio_features"	"spotify:track:5R9a4t5t5O0IsznsrKPVro"	"https://api.spotify.com/v1/tracks/5R9a4t5t5O0IsznsrKPVro"	"https://api.spotify.com/v1/audio-analysis/5R9a4t5t5O0IsznsrKPVro"	193213	4	73
"111"	"3MMxrirNKK3QurUkMYvjio"	"Radio"	0.605	0.763	1	-5.949	1	0.0775	0.129	2.41e-06	0.0839	0.553	135.771	"audio_features"	"spotify:track:3MMxrirNKK3QurUkMYvjio"	"https://api.spotify.com/v1/tracks/3MMxrirNKK3QurUkMYvjio"	"https://api.spotify.com/v1/audio-analysis/3MMxrirNKK3QurUkMYvjio"	218787	4	36
"112"	"1CxebLetK1dLJvRXlgHGXg"	"Diva"	0.875	0.551	6	-6.744	0	0.317	0.0488	0.00728	0.0537	0.861	146.092	"audio_features"	"spotify:track:1CxebLetK1dLJvRXlgHGXg"	"https://api.spotify.com/v1/tracks/1CxebLetK1dLJvRXlgHGXg"	"https://api.spotify.com/v1/audio-analysis/1CxebLetK1dLJvRXlgHGXg"	200613	4	42
"113"	"3WFswNYDLfjj9Cg0Y1sNyW"	"Sweet Dreams"	0.694	0.825	1	-5.986	1	0.111	0.0895	1.86e-05	0.0618	0.788	121.949	"audio_features"	"spotify:track:3WFswNYDLfjj9Cg0Y1sNyW"	"https://api.spotify.com/v1/tracks/3WFswNYDLfjj9Cg0Y1sNyW"	"https://api.spotify.com/v1/audio-analysis/3WFswNYDLfjj9Cg0Y1sNyW"	208067	4	46
"114"	"24MZzerdK36evh50yAdC4W"	"Video Phone"	0.479	0.763	8	-8.954	1	0.178	0.00242	0.0353	0.369	0.608	84.769	"audio_features"	"spotify:track:24MZzerdK36evh50yAdC4W"	"https://api.spotify.com/v1/tracks/24MZzerdK36evh50yAdC4W"	"https://api.spotify.com/v1/audio-analysis/24MZzerdK36evh50yAdC4W"	215493	4	36
"115"	"2HWWNoWEEEECwZhAiLg7ib"	"Beautiful Liar"	0.764	0.751	8	-3.74	1	0.0703	0.00554	0.000237	0.164	0.418	91.977	"audio_features"	"spotify:track:2HWWNoWEEEECwZhAiLg7ib"	"https://api.spotify.com/v1/tracks/2HWWNoWEEEECwZhAiLg7ib"	"https://api.spotify.com/v1/audio-analysis/2HWWNoWEEEECwZhAiLg7ib"	199853	4	63
"116"	"6RX5iL93VZ5fKmyvNXvF1r"	"Irreplaceable"	0.447	0.694	7	-4.637	0	0.382	0.0293	5.46e-06	0.167	0.509	175.868	"audio_features"	"spotify:track:6RX5iL93VZ5fKmyvNXvF1r"	"https://api.spotify.com/v1/tracks/6RX5iL93VZ5fKmyvNXvF1r"	"https://api.spotify.com/v1/audio-analysis/6RX5iL93VZ5fKmyvNXvF1r"	227853	4	76
"117"	"3JdDBUiZ1UJv7J7RQqxEFF"	"Green Light"	0.796	0.572	10	-7.019	0	0.0634	0.0682	7.82e-06	0.135	0.726	107.045	"audio_features"	"spotify:track:3JdDBUiZ1UJv7J7RQqxEFF"	"https://api.spotify.com/v1/tracks/3JdDBUiZ1UJv7J7RQqxEFF"	"https://api.spotify.com/v1/audio-analysis/3JdDBUiZ1UJv7J7RQqxEFF"	210240	4	51
"118"	"7sk73N1SgNZweS3ozl3NXs"	"Kitty Kat"	0.814	0.384	1	-7.953	1	0.292	0.0516	0.00305	0.0968	0.537	157.992	"audio_features"	"spotify:track:7sk73N1SgNZweS3ozl3NXs"	"https://api.spotify.com/v1/tracks/7sk73N1SgNZweS3ozl3NXs"	"https://api.spotify.com/v1/audio-analysis/7sk73N1SgNZweS3ozl3NXs"	235680	4	48
"119"	"1ouHuqrpM2NlyOSoQqZvSP"	"Welcome To Hollywood (feat. Jay-Z)"	0.807	0.784	7	-4.866	1	0.236	0.0118	0.000124	0.315	0.78	124.821	"audio_features"	"spotify:track:1ouHuqrpM2NlyOSoQqZvSP"	"https://api.spotify.com/v1/tracks/1ouHuqrpM2NlyOSoQqZvSP"	"https://api.spotify.com/v1/audio-analysis/1ouHuqrpM2NlyOSoQqZvSP"	198280	4	43
"120"	"0GLUBbX4daHJkT3RQHEOia"	"Upgrade U"	0.593	0.68	7	-5.556	1	0.335	0.00182	4.84e-05	0.31	0.483	84.547	"audio_features"	"spotify:track:0GLUBbX4daHJkT3RQHEOia"	"https://api.spotify.com/v1/tracks/0GLUBbX4daHJkT3RQHEOia"	"https://api.spotify.com/v1/audio-analysis/0GLUBbX4daHJkT3RQHEOia"	273053	4	63
